"Region","month","year","Value"
"Yukon",9,2001,0.708439810692233
"Alberta",10,2001,0.658880870566975
"British Columbia",10,2001,2.37791843218692
"Canada",10,2001,2.56015256703529
"Manitoba",10,2001,1.34019235795308
"New Brunswick",10,2001,3.9073453808025
"Newfoundland and Labrador",10,2001,3.38581279896534
"Northwest Territories",10,2001,0.639629525956049
"Nova Scotia",10,2001,3.81910043016013
"Nunavut",10,2001,1.14601694032805
"Ontario",10,2001,4.97858121888852
"Prince Edward Island",10,2001,3.61497095371029
"Québec",10,2001,4.53640749515926
"Saskatchewan",10,2001,0.893788236325606
"Yukon",10,2001,0.499967312835161
"Alberta",11,2001,0.30662265671296
"British Columbia",11,2001,2.99893148433745
"Canada",11,2001,2.27177413179083
"Manitoba",11,2001,0.722185835246896
"New Brunswick",11,2001,2.2162816967632
"Newfoundland and Labrador",11,2001,5.37216069815335
"Northwest Territories",11,2001,0.258266518913215
"Nova Scotia",11,2001,2.24869958108704
"Nunavut",11,2001,0.352052701768831
"Ontario",11,2001,2.09882715259395
"Prince Edward Island",11,2001,1.84629842935712
"Québec",11,2001,3.66545023492954
"Saskatchewan",11,2001,0.643979940568237
"Yukon",11,2001,0.205457012967672
"Alberta",12,2001,0.398667941561721
"British Columbia",12,2001,3.23778202278927
"Canada",12,2001,1.81007643360233
"Manitoba",12,2001,0.731030901710736
"New Brunswick",12,2001,0.927082170837231
"Newfoundland and Labrador",12,2001,2.74654372512603
"Northwest Territories",12,2001,0.060848242460401
"Nova Scotia",12,2001,1.98657008901066
"Nunavut",12,2001,0.204794688922809
"Ontario",12,2001,2.22369434834981
"Prince Edward Island",12,2001,1.24887497561717
"Québec",12,2001,2.27762188036297
"Saskatchewan",12,2001,0.294637162646088
"Yukon",12,2001,0.249739499371425
"Alberta",1,2002,1.8385112430984
"British Columbia",1,2002,2.69813005418051
"Canada",1,2002,2.25698506206806
"Manitoba",1,2002,1.73999564059749
"New Brunswick",1,2002,1.78281503904694
"Newfoundland and Labrador",1,2002,1.4398711263957
"Northwest Territories",1,2002,0.0427014631928061
"Nova Scotia",1,2002,3.1863243988462
"Nunavut",1,2002,0.103385010241951
"Ontario",1,2002,5.4822747754777
"Prince Edward Island",1,2002,2.1118039491621
"Québec",1,2002,0.618834668073927
"Saskatchewan",1,2002,1.98596190712963
"Yukon",1,2002,0.12800478887658
"Alberta",2,2002,0.764600104984909
"British Columbia",2,2002,1.8256096909687
"Canada",2,2002,1.00199010250242
"Manitoba",2,2002,0.335248869883169
"New Brunswick",2,2002,1.48030365164143
"Newfoundland and Labrador",2,2002,1.14070752541563
"Northwest Territories",2,2002,0.0485787662990785
"Nova Scotia",2,2002,4.38411790154259
"Nunavut",2,2002,0.00453084883930799
"Ontario",2,2002,1.21816299192539
"Prince Edward Island",2,2002,1.99153690950398
"Québec",2,2002,0.586623745357302
"Saskatchewan",2,2002,0.907736940973268
"Yukon",2,2002,0.00107564734634088
"Alberta",3,2002,0.371952323153796
"British Columbia",3,2002,1.16795062440083
"Canada",3,2002,0.865505729836973
"Manitoba",3,2002,0.245369402081203
"New Brunswick",3,2002,1.3317564151494
"Newfoundland and Labrador",3,2002,2.28831029254376
"Northwest Territories",3,2002,0.0106860912607782
"Nova Scotia",3,2002,3.80175764478701
"Nunavut",3,2002,0.0614279680937392
"Ontario",3,2002,0.67884615153259
"Prince Edward Island",3,2002,2.50922517325501
"Québec",3,2002,0.962554857810867
"Saskatchewan",3,2002,0.50185257147772
"Yukon",3,2002,0
"Alberta",4,2002,0.279367860325327
"British Columbia",4,2002,0.518742068059036
"Canada",4,2002,0.722876432415393
"Manitoba",4,2002,0.479484586883055
"New Brunswick",4,2002,2.19669434341552
"Newfoundland and Labrador",4,2002,0.936645911742177
"Northwest Territories",4,2002,0.118846503425607
"Nova Scotia",4,2002,3.0903310570233
"Nunavut",4,2002,0.137006524687812
"Ontario",4,2002,1.24709548216801
"Prince Edward Island",4,2002,2.88023487336577
"Québec",4,2002,0.805976512617412
"Saskatchewan",4,2002,0.374890353963172
"Yukon",4,2002,0.244394836474082
"Alberta",5,2002,0.676142190020197
"British Columbia",5,2002,0.846134156761366
"Canada",5,2002,0.987474887869242
"Manitoba",5,2002,0.726318320618146
"New Brunswick",5,2002,3.02828055336471
"Newfoundland and Labrador",5,2002,1.27142313035629
"Northwest Territories",5,2002,0.266833079524964
"Nova Scotia",5,2002,4.41871951118068
"Nunavut",5,2002,0.237468141600548
"Ontario",5,2002,1.96701704427748
"Prince Edward Island",5,2002,5.5676224698491
"Québec",5,2002,1.06049993623526
"Saskatchewan",5,2002,0.490515232206815
"Yukon",5,2002,0.206280155633534
"Alberta",6,2002,1.98782687724663
"British Columbia",6,2002,1.23675602162701
"Canada",6,2002,1.96600988580963
"Manitoba",6,2002,2.54952618918383
"New Brunswick",6,2002,3.01742036675092
"Newfoundland and Labrador",6,2002,1.85435724910815
"Northwest Territories",6,2002,1.64422203350483
"Nova Scotia",6,2002,4.6652216528064
"Nunavut",6,2002,0.954898140716535
"Ontario",6,2002,3.52458857555032
"Prince Edward Island",6,2002,3.94734279823152
"Québec",6,2002,2.08686514149821
"Saskatchewan",6,2002,2.88405709248603
"Yukon",6,2002,0.955068977392838
"Alberta",7,2002,2.46254886053766
"British Columbia",7,2002,1.26253012761686
"Canada",7,2002,2.13914916316554
"Manitoba",7,2002,2.63803500844124
"New Brunswick",7,2002,4.95338023832512
"Newfoundland and Labrador",7,2002,3.58046248509074
"Northwest Territories",7,2002,2.09350767203063
"Nova Scotia",7,2002,2.92580832276583
"Nunavut",7,2002,1.28556142838687
"Ontario",7,2002,2.83816293728697
"Prince Edward Island",7,2002,4.56630367659083
"Québec",7,2002,2.86866137080981
"Saskatchewan",7,2002,3.30261655839145
"Yukon",7,2002,1.65365121996588
"Alberta",8,2002,1.74593272853273
"British Columbia",8,2002,1.02183711477757
"Canada",8,2002,2.3386662485768
"Manitoba",8,2002,3.64608966613781
"New Brunswick",8,2002,3.05814068567285
"Newfoundland and Labrador",8,2002,2.85463555824628
"Northwest Territories",8,2002,1.9925447435327
"Nova Scotia",8,2002,2.94486706268915
"Nunavut",8,2002,2.07819445117955
"Ontario",8,2002,3.05439845405652
"Prince Edward Island",8,2002,3.28512851376467
"Québec",8,2002,3.51697159424758
"Saskatchewan",8,2002,2.81306356985193
"Yukon",8,2002,1.21086475830307
"Alberta",9,2002,1.71580825254306
"British Columbia",9,2002,2.01318468037348
"Canada",9,2002,2.99562881246974
"Manitoba",9,2002,4.2844895573046
"New Brunswick",9,2002,4.46733296179154
"Newfoundland and Labrador",9,2002,4.29086387578276
"Northwest Territories",9,2002,2.00836941808062
"Nova Scotia",9,2002,5.2395557619415
"Nunavut",9,2002,1.92371802511514
"Ontario",9,2002,5.02799064476156
"Prince Edward Island",9,2002,7.80421607169482
"Québec",9,2002,6.25630458063078
"Saskatchewan",9,2002,2.62184459178856
"Yukon",9,2002,0.531122159465238
"Alberta",10,2002,0.510832062074862
"British Columbia",10,2002,1.29376000288291
"Canada",10,2002,2.28087610104471
"Manitoba",10,2002,0.836217076086598
"New Brunswick",10,2002,2.48355801598094
"Newfoundland and Labrador",10,2002,4.44006797142304
"Northwest Territories",10,2002,0.710729648796077
"Nova Scotia",10,2002,5.18928849803328
"Nunavut",10,2002,1.26992574791285
"Ontario",10,2002,2.70226015158277
"Prince Edward Island",10,2002,3.68045634707895
"Québec",10,2002,5.74794436891376
"Saskatchewan",10,2002,0.632865928656463
"Yukon",10,2002,1.02215703010182
"Alberta",11,2002,0.735517655401147
"British Columbia",11,2002,3.41617286135101
"Canada",11,2002,2.14201550294009
"Manitoba",11,2002,0.995822561286577
"New Brunswick",11,2002,6.76713999092616
"Newfoundland and Labrador",11,2002,3.93648781581271
"Northwest Territories",11,2002,0.639674288233813
"Nova Scotia",11,2002,9.81257633467931
"Nunavut",11,2002,0.544959347404049
"Ontario",11,2002,1.68571734337921
"Prince Edward Island",11,2002,9.43614969806777
"Québec",11,2002,2.42248133926633
"Saskatchewan",11,2002,1.08673445185918
"Yukon",11,2002,1.437065075331
"Alberta",12,2002,0.949907743362028
"British Columbia",12,2002,3.82240667998152
"Canada",12,2002,1.91682792588324
"Manitoba",12,2002,1.45768676303972
"New Brunswick",12,2002,5.58532246580452
"Newfoundland and Labrador",12,2002,2.09061780177333
"Northwest Territories",12,2002,1.54436169308761
"Nova Scotia",12,2002,5.13772111165194
"Nunavut",12,2002,0.294684899412881
"Ontario",12,2002,1.59493736657331
"Prince Edward Island",12,2002,4.55194093035058
"Québec",12,2002,1.47670066229378
"Saskatchewan",12,2002,1.30992365435409
"Yukon",12,2002,0.298394061930789
"Alberta",1,2003,1.68907474405885
"British Columbia",1,2003,3.50977484587446
"Canada",1,2003,1.987425157852
"Manitoba",1,2003,1.69210598448395
"New Brunswick",1,2003,2.44381531351539
"Newfoundland and Labrador",1,2003,3.63539726351615
"Northwest Territories",1,2003,0.652245628424396
"Nova Scotia",1,2003,5.16225360699123
"Nunavut",1,2003,0.0758531576975201
"Ontario",1,2003,1.49303771265829
"Prince Edward Island",1,2003,2.53230113018246
"Québec",1,2003,1.0693700286257
"Saskatchewan",1,2003,1.73305828108399
"Yukon",1,2003,0.440391473124553
"Alberta",2,2003,0.718933385268871
"British Columbia",2,2003,1.33583461372649
"Canada",2,2003,1.04525686390725
"Manitoba",2,2003,0.806124074214109
"New Brunswick",2,2003,2.29109778299192
"Newfoundland and Labrador",2,2003,2.58319385730403
"Northwest Territories",2,2003,0.0469664786300291
"Nova Scotia",2,2003,3.02133497311984
"Nunavut",2,2003,0.017001778082175
"Ontario",2,2003,0.945290393689712
"Prince Edward Island",2,2003,2.24386476356549
"Québec",2,2003,0.944052608743598
"Saskatchewan",2,2003,0.369022002715375
"Yukon",2,2003,0.190548313163159
"Alberta",3,2003,0.458083205874417
"British Columbia",3,2003,1.33839141977132
"Canada",3,2003,0.75633171017525
"Manitoba",3,2003,0.371481494506954
"New Brunswick",3,2003,3.42285909477763
"Newfoundland and Labrador",3,2003,0.783864943975465
"Northwest Territories",3,2003,0.319076608745086
"Nova Scotia",3,2003,4.87439258523265
"Nunavut",3,2003,0.00917266728221891
"Ontario",3,2003,0.668611513390973
"Prince Edward Island",3,2003,4.0279861907662
"Québec",3,2003,0.58759539980156
"Saskatchewan",3,2003,0.492565634339016
"Yukon",3,2003,0.319174543424282
"Alberta",4,2003,0.577146260335703
"British Columbia",4,2003,0.824298097089214
"Canada",4,2003,0.834195223578766
"Manitoba",4,2003,0.469508673237926
"New Brunswick",4,2003,2.11640450904542
"Newfoundland and Labrador",4,2003,1.22410979976585
"Northwest Territories",4,2003,0.570452686002596
"Nova Scotia",4,2003,3.11290457557643
"Nunavut",4,2003,0.192426168372684
"Ontario",4,2003,0.846778002016876
"Prince Edward Island",4,2003,2.82206926303149
"Québec",4,2003,0.668617170417715
"Saskatchewan",4,2003,1.34453338376891
"Yukon",4,2003,0.167018713550823
"Alberta",5,2003,0.777989966039146
"British Columbia",5,2003,0.920969887010557
"Canada",5,2003,1.04686381808305
"Manitoba",5,2003,0.901114232113883
"New Brunswick",5,2003,2.68434000861382
"Newfoundland and Labrador",5,2003,1.36103338078012
"Northwest Territories",5,2003,0.650532064973537
"Nova Scotia",5,2003,3.0047519621042
"Nunavut",5,2003,1.3095444782714
"Ontario",5,2003,1.57184675001413
"Prince Edward Island",5,2003,3.24399864098888
"Québec",5,2003,1.07997229361673
"Saskatchewan",5,2003,1.10548670090179
"Yukon",5,2003,0.278724023404271
"Alberta",6,2003,2.23313526783929
"British Columbia",6,2003,1.05141883711707
"Canada",6,2003,1.74549594323111
"Manitoba",6,2003,2.18160768732805
"New Brunswick",6,2003,4.23663276122641
"Newfoundland and Labrador",6,2003,2.95733546047115
"Northwest Territories",6,2003,1.64061261607246
"Nova Scotia",6,2003,3.01009676668356
"Nunavut",6,2003,0.829877468119375
"Ontario",6,2003,2.06593195340729
"Prince Edward Island",6,2003,4.58193320563831
"Québec",6,2003,2.0082473215127
"Saskatchewan",6,2003,2.21692778240922
"Yukon",6,2003,0.850406444273927
"Alberta",7,2003,2.29328539883238
"British Columbia",7,2003,1.07257189987206
"Canada",7,2003,2.28131693474286
"Manitoba",7,2003,2.92013681920845
"New Brunswick",7,2003,3.8086431657623
"Newfoundland and Labrador",7,2003,3.49322482116445
"Northwest Territories",7,2003,1.92724071208768
"Nova Scotia",7,2003,2.34599652344456
"Nunavut",7,2003,1.54803065168377
"Ontario",7,2003,3.80920600205715
"Prince Edward Island",7,2003,4.32418748429011
"Québec",7,2003,3.44552935737512
"Saskatchewan",7,2003,2.50800462268058
"Yukon",7,2003,1.82648448934817
"Alberta",8,2003,2.78751297310059
"British Columbia",8,2003,1.32617262868328
"Canada",8,2003,2.81754481712862
"Manitoba",8,2003,3.71217000326518
"New Brunswick",8,2003,3.66687472696736
"Newfoundland and Labrador",8,2003,2.4729140001811
"Northwest Territories",8,2003,2.61828760901352
"Nova Scotia",8,2003,4.85130704414713
"Nunavut",8,2003,2.4925016294909
"Ontario",8,2003,3.81885720438355
"Prince Edward Island",8,2003,4.05408408715127
"Québec",8,2003,4.13029542164972
"Saskatchewan",8,2003,3.41074115939909
"Yukon",8,2003,1.11694896785569
"Alberta",9,2003,2.1622869332687
"British Columbia",9,2003,2.56609393617889
"Canada",9,2003,3.48191321361471
"Manitoba",9,2003,4.10579524420342
"New Brunswick",9,2003,1.42244361851191
"Newfoundland and Labrador",9,2003,3.04381716872293
"Northwest Territories",9,2003,2.52020135396977
"Nova Scotia",9,2003,4.10970363124641
"Nunavut",9,2003,2.95176341896145
"Ontario",9,2003,5.79248074041713
"Prince Edward Island",9,2003,3.89739530930181
"Québec",9,2003,5.6513311327246
"Saskatchewan",9,2003,2.99177276473841
"Yukon",9,2003,0.789230262362382
"Alberta",10,2003,1.61985900014675
"British Columbia",10,2003,4.64487283722151
"Canada",10,2003,2.96567208460331
"Manitoba",10,2003,1.58819315258384
"New Brunswick",10,2003,10.5649771295425
"Newfoundland and Labrador",10,2003,6.76264503224584
"Northwest Territories",10,2003,1.19336833276535
"Nova Scotia",10,2003,9.22792466817638
"Nunavut",10,2003,1.20648781021503
"Ontario",10,2003,2.56137011687389
"Prince Edward Island",10,2003,8.35939000697029
"Québec",10,2003,4.6767283516606
"Saskatchewan",10,2003,1.14522913935071
"Yukon",10,2003,0.789169793096963
"Alberta",11,2003,1.5454456259805
"British Columbia",11,2003,2.72938141351696
"Canada",11,2003,2.86489127383694
"Manitoba",11,2003,1.17628826983778
"New Brunswick",11,2003,5.59637903554833
"Newfoundland and Labrador",11,2003,7.44266953129654
"Northwest Territories",11,2003,0.410251473815528
"Nova Scotia",11,2003,2.44399453874089
"Nunavut",11,2003,0.508537909567943
"Ontario",11,2003,2.24978607993482
"Prince Edward Island",11,2003,2.90381851675781
"Québec",11,2003,4.43219997941426
"Saskatchewan",11,2003,1.23346882125404
"Yukon",11,2003,0.523177504798847
"Alberta",12,2003,1.08298068761146
"British Columbia",12,2003,3.29903312417008
"Canada",12,2003,2.18202156170436
"Manitoba",12,2003,1.23747506855941
"New Brunswick",12,2003,3.8069673058023
"Newfoundland and Labrador",12,2003,2.92300387294909
"Northwest Territories",12,2003,0.800826980868768
"Nova Scotia",12,2003,5.81832039027284
"Nunavut",12,2003,0.171744304981854
"Ontario",12,2003,1.75125110405233
"Prince Edward Island",12,2003,4.62666239352633
"Québec",12,2003,2.7014922247293
"Saskatchewan",12,2003,1.35595189640321
"Yukon",12,2003,0.424557630410357
"Alberta",1,2004,2.28206484800709
"British Columbia",1,2004,3.00987782212029
"Canada",1,2004,2.97534876819387
"Manitoba",1,2004,3.06241921978936
"New Brunswick",1,2004,0.973817629943778
